,a,b,turns
583,4.205005645751953,4.205005645751953,3
584,4.3642802238464355,4.3642802238464355,20
585,4.6770148277282715,4.686984539031982,19
586,4.660295009613037,4.660295009613037,20
587,4.47629976272583,4.47629976272583,6
588,4.8147196769714355,4.8147196769714355,20
589,4.381800651550293,4.4317097663879395,5
590,4.24911642074585,4.33774995803833,8
591,4.369662284851074,4.369662284851074,5
592,4.819676399230957,4.838374614715576,20
593,4.566938877105713,4.547179222106934,11
594,4.517406463623047,4.5740742683410645,4
595,4.520852088928223,4.522128582000732,12
596,4.688591003417969,4.74696683883667,20
597,4.573760509490967,4.466797351837158,8
598,4.453948497772217,4.408552169799805,6
599,4.780996799468994,4.7858195304870605,7
600,4.703136920928955,4.703136920928955,20
601,4.338988780975342,4.348491191864014,5
602,4.5855255126953125,4.497011661529541,7
603,4.6229448318481445,4.62327766418457,14
604,4.720032691955566,4.735939979553223,20
605,4.177090167999268,4.149115562438965,5
606,4.684564113616943,4.686808109283447,20
607,4.86989688873291,4.86989688873291,18
608,4.748904705047607,4.749879837036133,20
609,4.644728660583496,4.699595928192139,16
610,4.586862087249756,4.515821933746338,9
611,4.5023674964904785,4.5268778800964355,3
612,4.663093090057373,4.650903224945068,8
613,4.643580913543701,4.643580913543701,15
614,4.751463413238525,4.711658000946045,20
615,4.367852210998535,4.355412006378174,20
616,4.256471633911133,4.256471633911133,5
617,4.490571975708008,4.558528900146484,20
618,4.50832462310791,4.50832462310791,16
619,4.757046222686768,4.757046222686768,20
620,4.365760326385498,4.365760326385498,7
621,4.515017986297607,4.523319721221924,4
622,4.8411102294921875,4.8411102294921875,20
623,4.793845176696777,4.7679033279418945,8
624,4.562342643737793,4.6417036056518555,13
625,4.567417621612549,4.553683280944824,19
626,4.79117488861084,4.786800384521484,20
627,4.541196346282959,4.559939861297607,20
628,4.6708269119262695,4.6708269119262695,18
629,4.791985511779785,4.783109188079834,11
630,4.329955101013184,4.255393981933594,6
631,4.775971412658691,4.775971412658691,11
632,4.4900994300842285,4.62086296081543,20
633,4.7525105476379395,4.767095565795898,20
634,4.5506672859191895,4.5506672859191895,15
635,4.851504802703857,4.851504802703857,18
636,4.67101526260376,4.67101526260376,15
637,4.8565521240234375,4.8565521240234375,20
638,4.447826385498047,4.369158744812012,20
639,4.742979526519775,4.764425277709961,10
640,4.785782814025879,4.796903610229492,18
641,4.603416919708252,4.642579555511475,12
642,4.8789191246032715,4.8789191246032715,20
643,4.850942611694336,4.850942611694336,20
644,4.4483232498168945,4.463558673858643,12
645,4.46800422668457,4.355944633483887,5
646,4.58590841293335,4.4430251121521,14
647,4.309986114501953,4.309986114501953,5
648,4.755051136016846,4.755051136016846,20
649,4.426738262176514,4.440295696258545,7
650,4.663232803344727,4.663232803344727,17
651,4.376908779144287,4.406991004943848,7
652,4.323708534240723,4.323708534240723,3
653,4.334509372711182,4.334509372711182,4
654,4.420976161956787,4.440768718719482,4
655,4.694244861602783,4.69991397857666,15
656,4.616280555725098,4.608755111694336,20
657,4.555302619934082,4.555302619934082,9
658,4.938901424407959,4.938901424407959,20
659,4.653733730316162,4.646468162536621,10
660,4.696243762969971,4.710326671600342,12
661,4.366092681884766,4.366092681884766,11
662,4.2044172286987305,4.2044172286987305,4
663,4.808895587921143,4.808895587921143,20
664,4.836021900177002,4.836021900177002,19
665,4.659233570098877,4.659233570098877,20
666,4.697133541107178,4.697607040405273,17
667,4.429319858551025,4.489720821380615,8
668,4.596444606781006,4.599593162536621,9
669,4.332294940948486,4.332294940948486,4
670,4.593386173248291,4.5188751220703125,17
671,4.556619167327881,4.583086013793945,12
672,4.840320110321045,4.840320110321045,20
673,4.642205715179443,4.638128757476807,20
674,4.922730922698975,4.922730922698975,20
675,4.703525066375732,4.729734420776367,11
676,4.822929382324219,4.829151630401611,20
677,4.70518684387207,4.775082111358643,16
678,4.5345048904418945,4.58188009262085,20
679,4.819222450256348,4.819222450256348,18
680,4.508268356323242,4.485974311828613,9
681,4.804836750030518,4.804836750030518,15
682,4.580045223236084,4.56415319442749,11
683,4.41114616394043,4.41114616394043,10
684,4.760092258453369,4.766585826873779,20
685,4.259073734283447,4.259073734283447,3
686,4.564390659332275,4.561304092407227,9
687,4.757829666137695,4.757829666137695,12
688,4.6846771240234375,4.768523693084717,11
689,4.269670486450195,4.3596577644348145,7
690,4.676365375518799,4.669520854949951,8
691,4.533931732177734,4.533931732177734,3
692,4.858826160430908,4.858826160430908,20
693,4.555588245391846,4.609407424926758,9
694,4.353784084320068,4.343952178955078,7
695,4.334586143493652,4.334586143493652,10
696,4.621449947357178,4.630694389343262,13
697,4.4657158851623535,4.4788818359375,20
698,4.705804347991943,4.6579976081848145,15
699,4.813704013824463,4.805962085723877,20
700,4.742335796356201,4.7703166007995605,20
701,4.669674873352051,4.682864665985107,20
702,4.648900985717773,4.650057315826416,15
703,4.631295680999756,4.632510662078857,5
704,4.533474922180176,4.413636207580566,11
705,4.640476703643799,4.670527458190918,7
706,4.669037342071533,4.652828216552734,7
707,4.48250150680542,4.48250150680542,5
708,4.784736633300781,4.74637508392334,12
709,4.549722194671631,4.571223735809326,12
710,4.790746212005615,4.821892261505127,12
711,4.4510908126831055,4.4156718254089355,17
712,4.751577854156494,4.7486772537231445,7
713,4.775277137756348,4.775277137756348,20
714,4.474114418029785,4.4808220863342285,5
715,4.789186000823975,4.795072078704834,20
716,4.617516040802002,4.4955735206604,17
717,4.425422191619873,4.322533130645752,12
718,4.547219753265381,4.523585796356201,10
719,4.9061737060546875,4.9061737060546875,20
720,4.456689834594727,4.508592128753662,18
721,4.917713642120361,4.917713642120361,20
722,4.528783321380615,4.528783321380615,11
723,4.408257961273193,4.438221454620361,6
724,4.223801136016846,4.223870754241943,20
725,4.712352752685547,4.720266819000244,11
726,4.5461506843566895,4.551469326019287,9
727,4.781184196472168,4.791318416595459,15
728,4.867953300476074,4.867953300476074,20
729,4.627278804779053,4.627278804779053,15
730,4.508852481842041,4.535843849182129,10
731,4.262203216552734,4.262203216552734,4
732,4.90537691116333,4.90537691116333,20
733,4.696579933166504,4.696579933166504,20
734,4.321991443634033,4.321991443634033,4
735,4.635623455047607,4.676238059997559,9
736,4.114072322845459,4.114072322845459,3
737,4.737957000732422,4.737957000732422,6
738,4.31383752822876,4.301212787628174,11
739,4.712000370025635,4.712000370025635,13
740,4.756057262420654,4.768169403076172,20
741,4.773164749145508,4.773164749145508,17
742,4.836617946624756,4.824425220489502,12
743,4.596420764923096,4.5849528312683105,7
744,4.684042930603027,4.7023773193359375,20
745,4.705465316772461,4.701722621917725,10
746,4.706366539001465,4.686677932739258,20
747,4.907703876495361,4.907703876495361,20
748,4.681746959686279,4.6753129959106445,12
749,4.588446617126465,4.581949234008789,6
750,4.793878078460693,4.780434608459473,16
751,4.569455623626709,4.588919639587402,14
752,4.852204322814941,4.852204322814941,20
753,4.67627477645874,4.674707889556885,10
754,4.4851579666137695,4.4851579666137695,4
755,4.610550880432129,4.610550880432129,14
756,4.291148662567139,4.291148662567139,8
757,4.411568641662598,4.411568641662598,20
758,4.765432834625244,4.853222370147705,14
759,4.811593532562256,4.811593532562256,16
760,4.614485740661621,4.614485740661621,13
761,4.748194694519043,4.748194694519043,19
762,4.759981632232666,4.759981632232666,16
763,4.261013507843018,4.261013507843018,5
764,4.767245292663574,4.767245292663574,7
765,4.441544055938721,4.441544055938721,20
766,4.5962347984313965,4.5962347984313965,11
767,4.759270191192627,4.759270191192627,17
768,4.394713878631592,4.394713878631592,15
769,4.82582950592041,4.82582950592041,20
770,4.313465595245361,4.313465595245361,3
771,4.675047397613525,4.675047397613525,9
772,4.744474411010742,4.744474411010742,13
773,4.56428861618042,4.56428861618042,6
774,4.7064690589904785,4.7064690589904785,20
775,4.805438041687012,4.805438041687012,13
776,4.80544900894165,4.80544900894165,20
777,4.596709728240967,4.596709728240967,13
778,4.299320697784424,4.299320697784424,20
779,4.284355163574219,4.284355163574219,18
780,4.621257781982422,4.621257781982422,8
781,4.776935577392578,4.776935577392578,16
782,4.54171085357666,4.54171085357666,4
783,4.5479278564453125,4.5479278564453125,20
784,4.4567389488220215,4.4567389488220215,19
785,4.582540035247803,4.582540035247803,12
786,4.5246663093566895,4.5246663093566895,10
787,4.7109761238098145,4.7109761238098145,10
788,4.522487640380859,4.522487640380859,4
789,4.402745723724365,4.402745723724365,5
790,4.810838222503662,4.810838222503662,15
791,4.473448753356934,4.473448753356934,11
792,4.522280216217041,4.522280216217041,10
793,4.623241424560547,4.623241424560547,7
794,4.921910285949707,4.921910285949707,20
795,4.618779182434082,4.618779182434082,12
796,4.54035758972168,4.54035758972168,6
797,4.823005676269531,4.823005676269531,20
798,4.753222942352295,4.753222942352295,20
799,4.771101474761963,4.771101474761963,10
800,4.717299461364746,4.717299461364746,20
801,4.532950401306152,4.532950401306152,11
802,4.813046455383301,4.813046455383301,16
803,4.562526226043701,4.562526226043701,8
804,4.905110836029053,4.905110836029053,20
805,4.826485633850098,4.826485633850098,15
806,4.684446334838867,4.684446334838867,7
807,4.776665687561035,4.776665687561035,9
808,4.6297760009765625,4.6297760009765625,20
809,4.705698013305664,4.705698013305664,13
810,4.491020679473877,4.487333297729492,20
811,4.662296772003174,4.662296772003174,11
812,4.593012809753418,4.593012809753418,18
813,4.497969150543213,4.497969150543213,5
814,4.365572452545166,4.365572452545166,16
815,4.296735763549805,4.296735763549805,20
816,4.516661167144775,4.516661167144775,6
817,4.105372428894043,4.105372428894043,14
818,4.680383682250977,4.680383682250977,20
819,4.723209857940674,4.723209857940674,18
820,4.162280082702637,4.162280082702637,20
821,4.51800012588501,4.51800012588501,16
822,4.611260890960693,4.611260890960693,15
823,4.455886363983154,4.455886363983154,5
824,4.601370334625244,4.601370334625244,15
825,4.501254558563232,4.501254558563232,11
826,4.673130989074707,4.673130989074707,19
827,4.480860233306885,4.480860233306885,13
828,4.585087299346924,4.585087299346924,16
829,4.6373419761657715,4.6373419761657715,14
830,4.529902935028076,4.529902935028076,8
831,4.273037910461426,4.273037910461426,9
832,4.905937671661377,4.905937671661377,20
833,4.731790542602539,4.731790542602539,12
834,4.475109577178955,4.475109577178955,4
835,4.600583076477051,4.600583076477051,20
836,4.743101596832275,4.743101596832275,20
837,4.936272621154785,4.936272621154785,20
838,4.755615711212158,4.755615711212158,14
839,4.740373611450195,4.740373611450195,19
840,4.67323112487793,4.67323112487793,13
841,4.644690990447998,4.644690990447998,10
842,4.589756488800049,4.589756488800049,4
843,4.59973669052124,4.59973669052124,13
844,4.501979351043701,4.501979351043701,6
845,4.733023643493652,4.733023643493652,14
846,4.614067077636719,4.614067077636719,18
847,4.567287921905518,4.567287921905518,16
848,4.808957099914551,4.808957099914551,14
849,4.763148784637451,4.763148784637451,20
850,4.771071910858154,4.771071910858154,13
851,4.748770236968994,4.748770236968994,17
852,4.8412556648254395,4.8412556648254395,17
853,4.6321635246276855,4.6321635246276855,15
854,4.838433742523193,4.838433742523193,20
855,4.364989757537842,4.364989757537842,13
856,4.86248254776001,4.86248254776001,20
857,4.626710414886475,4.626710414886475,20
858,4.544158935546875,4.544158935546875,20
859,4.497697353363037,4.497697353363037,5
860,4.85383415222168,4.85383415222168,20
861,4.5707926750183105,4.5707926750183105,13
862,4.580810070037842,4.580810070037842,7
863,4.536783695220947,4.536783695220947,10
864,4.571490287780762,4.571490287780762,15
865,4.644445896148682,4.644445896148682,12
866,4.811699390411377,4.811699390411377,20
867,4.481849193572998,4.481849193572998,15
868,4.884120941162109,4.884120941162109,19
869,4.68923282623291,4.68923282623291,20
870,4.358386516571045,4.358386516571045,19
871,4.860768795013428,4.860768795013428,18
872,4.4822163581848145,4.4822163581848145,8
873,4.379083633422852,4.379083633422852,20
874,4.445483207702637,4.445483207702637,20
875,4.717283725738525,4.717283725738525,14
876,4.376143932342529,4.376143932342529,8
877,4.802637577056885,4.802637577056885,19
878,4.807071685791016,4.807071685791016,20
879,4.758025169372559,4.758025169372559,15
880,4.7659783363342285,4.7659783363342285,20
881,4.460686206817627,4.460686206817627,13
882,4.5521440505981445,4.5521440505981445,8
883,4.403049468994141,4.403049468994141,10
884,4.806759834289551,4.806759834289551,13
885,4.676525592803955,4.676525592803955,20
886,4.700589656829834,4.700589656829834,9
887,4.875370502471924,4.875370502471924,20
888,4.9349284172058105,4.9349284172058105,17
889,4.861547470092773,4.861547470092773,15
890,4.780055046081543,4.780055046081543,20
891,4.593153476715088,4.593153476715088,14
892,4.61154317855835,4.61154317855835,20
893,4.424699306488037,4.424699306488037,14
894,4.493088245391846,4.493088245391846,7
895,4.648586750030518,4.648586750030518,15
896,4.548861980438232,4.548861980438232,9
897,4.7175374031066895,4.7175374031066895,20
898,4.526607513427734,4.526607513427734,17
899,4.377645015716553,4.377645015716553,3
900,4.66007137298584,4.66007137298584,13
901,4.824506759643555,4.824506759643555,20
902,4.635498046875,4.635498046875,20
903,4.791594505310059,4.791594505310059,20
904,4.542590618133545,4.542590618133545,13
905,4.537076473236084,4.537076473236084,7
906,4.814326286315918,4.814326286315918,20
907,4.537440299987793,4.537440299987793,20
908,4.500128746032715,4.500128746032715,17
909,4.703540325164795,4.703540325164795,20
910,4.780266284942627,4.780266284942627,20
911,4.7367987632751465,4.7367987632751465,12
912,4.494764804840088,4.494764804840088,20
913,4.7685112953186035,4.7685112953186035,12
914,4.295689105987549,4.295689105987549,19
915,4.7632269859313965,4.7632269859313965,20
916,4.807590961456299,4.807590961456299,20
917,4.4605607986450195,4.4605607986450195,18
918,4.905324935913086,4.905324935913086,20
919,4.407551288604736,4.407551288604736,9
920,4.30203104019165,4.30203104019165,5
921,4.786853790283203,4.786853790283203,20
922,4.887610912322998,4.887610912322998,18
923,4.235916614532471,4.235916614532471,13
924,4.315122604370117,4.315122604370117,7
925,4.613521575927734,4.613521575927734,8
926,4.362656116485596,4.362656116485596,15
927,4.43650484085083,4.43650484085083,7
928,4.559978485107422,4.559978485107422,8
929,4.608755588531494,4.608755588531494,11
930,4.832545757293701,4.832545757293701,17
931,4.59225606918335,4.59225606918335,20
932,4.549746036529541,4.549746036529541,4
933,4.594198226928711,4.594198226928711,20
934,4.661128997802734,4.661128997802734,20
935,4.518415451049805,4.518415451049805,7
936,4.529317378997803,4.529317378997803,20
937,4.497462749481201,4.497462749481201,9
938,4.417663097381592,4.417663097381592,16
939,4.833964824676514,4.833964824676514,20
940,4.825802803039551,4.825802803039551,15
941,4.666168689727783,4.666168689727783,14
942,4.429374694824219,4.429374694824219,11
943,4.143849849700928,4.143849849700928,9
944,4.652527332305908,4.652527332305908,15
945,4.760982990264893,4.760982990264893,15
946,4.802292346954346,4.802292346954346,17
947,4.3512492179870605,4.3512492179870605,20
948,4.431510925292969,4.431510925292969,20
949,4.710374355316162,4.710374355316162,17
950,4.774604320526123,4.774604320526123,19
951,4.780612468719482,4.780612468719482,18
952,4.568558692932129,4.568558692932129,19
953,4.652064800262451,4.652064800262451,11
954,4.580203533172607,4.580203533172607,8
955,4.317688941955566,4.317688941955566,4
956,4.433745861053467,4.433745861053467,17
957,4.696544647216797,4.696544647216797,15
958,4.653918743133545,4.653918743133545,11
959,4.570013523101807,4.570013523101807,10
960,4.536735534667969,4.536735534667969,10
961,4.744565010070801,4.744565010070801,17
962,4.426661014556885,4.426661014556885,13
963,4.580461025238037,4.580461025238037,18
964,4.5128278732299805,4.5128278732299805,11
965,4.726873397827148,4.726873397827148,20
966,4.512144088745117,4.512144088745117,17
967,4.560863494873047,4.560863494873047,11
968,4.5886125564575195,4.5886125564575195,14
969,4.792933940887451,4.792933940887451,18
970,4.622601509094238,4.622601509094238,7
971,4.821893215179443,4.821893215179443,20
972,4.622039318084717,4.622039318084717,15
973,4.759496688842773,4.759496688842773,11
974,4.259898662567139,4.259898662567139,7
975,4.679375648498535,4.679375648498535,10
976,4.66680383682251,4.66680383682251,16
977,4.409938335418701,4.409938335418701,3
978,4.569295883178711,4.569295883178711,13
979,4.779300212860107,4.779300212860107,20
980,4.567808151245117,4.567808151245117,6
981,4.7494635581970215,4.7494635581970215,15
982,4.490980625152588,4.490980625152588,12
983,4.7003655433654785,4.7003655433654785,9
984,4.420217514038086,4.420217514038086,3
985,4.790990352630615,4.790990352630615,15
986,4.415990352630615,4.415990352630615,6
987,4.630393028259277,4.630393028259277,15
988,4.758945465087891,4.758945465087891,20
989,4.6590094566345215,4.6590094566345215,20
990,4.880076885223389,4.880076885223389,20
991,4.82033109664917,4.82033109664917,18
992,4.813174247741699,4.813174247741699,14
993,4.448347568511963,4.448347568511963,14
994,4.604793548583984,4.604793548583984,8
995,4.694310665130615,4.694310665130615,16
996,4.7352399826049805,4.7352399826049805,19
997,4.858019828796387,4.858019828796387,20
998,4.707951068878174,4.707951068878174,20
999,4.513434886932373,4.513434886932373,5
1000,4.476619243621826,4.476619243621826,20
1001,4.670551776885986,4.670551776885986,12
1002,4.753703594207764,4.753703594207764,19
1003,4.3232855796813965,4.3232855796813965,6
1004,4.604009628295898,4.604009628295898,9
1005,4.020249366760254,4.020249366760254,4
1006,4.131130218505859,4.131130218505859,3
1007,4.587770462036133,4.587770462036133,11
1008,4.50894021987915,4.50894021987915,5
1009,4.695613861083984,4.695613861083984,14
1010,4.604316711425781,4.604316711425781,6
1011,4.794270038604736,4.794270038604736,20
1012,4.702306270599365,4.702306270599365,14
1013,4.52771520614624,4.52771520614624,16
1014,4.59756326675415,4.59756326675415,20
1015,4.7770586013793945,4.7770586013793945,16
1016,4.528111934661865,4.528111934661865,8
1017,4.390538215637207,4.390538215637207,5
1018,4.760077953338623,4.760077953338623,16
1019,4.685519695281982,4.685519695281982,20
1020,4.85945463180542,4.85945463180542,20
1021,4.4333014488220215,4.4333014488220215,7
1022,4.3168840408325195,4.3168840408325195,4
1023,4.842796325683594,4.842796325683594,20
1024,4.488902568817139,4.500109672546387,7
1025,4.385531902313232,4.385531902313232,3
1026,4.656150817871094,4.642861366271973,10
1027,4.825929641723633,4.850560665130615,20
1028,4.69464111328125,4.682081699371338,17
1029,4.464609622955322,4.468976020812988,19
1030,4.247258186340332,4.247258186340332,3
1031,4.8000593185424805,4.8000593185424805,20
1032,4.667365074157715,4.6779327392578125,20
1033,4.784514427185059,4.760617733001709,20
1034,4.733644008636475,4.733644008636475,12
1035,4.622974872589111,4.571321964263916,20
1036,4.590025424957275,4.590025424957275,17
1037,4.720245838165283,4.729384422302246,19
1038,4.424584865570068,4.424584865570068,9
1039,4.580602169036865,4.501092910766602,13
1040,4.6010308265686035,4.6010308265686035,15
1041,4.5110979080200195,4.498021125793457,10
1042,4.792973041534424,4.786872386932373,14
1043,4.7162957191467285,4.7162957191467285,20
1044,4.549075603485107,4.437941074371338,6
1045,4.7162628173828125,4.7162628173828125,20
1046,4.330739974975586,4.330517768859863,4
1047,4.678119659423828,4.678119659423828,20
1048,4.7413716316223145,4.742325305938721,20
1049,4.520901203155518,4.546349048614502,11
1050,4.334661960601807,4.4361186027526855,8
1051,4.862256050109863,4.857025623321533,20
1052,4.413022994995117,4.413022994995117,4
1053,4.234128475189209,4.271223068237305,5
1054,4.743169784545898,4.743169784545898,20
1055,4.627712726593018,4.627712726593018,20
1056,4.462338447570801,4.462338447570801,4
1057,4.706003665924072,4.706003665924072,20
1058,4.764951705932617,4.804001808166504,14
1059,4.709301471710205,4.70585823059082,20
1060,4.4980692863464355,4.4980692863464355,4
1061,4.006292343139648,4.006292343139648,4
1062,4.65010929107666,4.639400005340576,9
1063,4.46718692779541,4.529037952423096,7
1064,4.527578353881836,4.518756866455078,19
1065,4.730205059051514,4.620253086090088,15
1066,4.495452404022217,4.59004545211792,18
1067,4.436272144317627,4.36313009262085,5
1068,4.344144821166992,4.254037857055664,5
1069,4.5457282066345215,4.542937755584717,20
1070,4.839724540710449,4.808746814727783,14
1071,4.573081016540527,4.610813617706299,9
1072,4.897672176361084,4.897672176361084,20
1073,4.661412715911865,4.6671977043151855,11
1074,4.347647190093994,4.461874961853027,16
1075,4.481441020965576,4.481441020965576,6
1076,4.655984401702881,4.655984401702881,15
1077,4.780023097991943,4.811822414398193,19
1078,4.353823661804199,4.4723992347717285,20
1079,4.648928165435791,4.646908760070801,12
1080,4.280806541442871,4.172194957733154,20
1081,4.8286237716674805,4.830491542816162,14
1082,4.6117939949035645,4.619298458099365,14
1083,4.623646259307861,4.623646259307861,20
1084,4.687072277069092,4.72168493270874,11
1085,4.790408134460449,4.790408134460449,20
1086,4.342750549316406,4.342750549316406,20
1087,4.584169864654541,4.586846828460693,12
1088,4.690004348754883,4.690004348754883,14
1089,4.7837300300598145,4.7837300300598145,20
1090,4.829802989959717,4.829802989959717,20
1091,4.623642921447754,4.579091548919678,8
1092,4.734245777130127,4.74456787109375,16
1093,4.807248115539551,4.807248115539551,20
1094,4.547381401062012,4.661036014556885,8
1095,4.672920227050781,4.70043420791626,20
1096,4.454468727111816,4.5331902503967285,20
1097,4.336207866668701,4.336207866668701,7
1098,4.480974197387695,4.485471725463867,20
1099,4.49738073348999,4.431083679199219,11
1100,4.582159996032715,4.506671905517578,15
1101,4.913651943206787,4.913651943206787,18
1102,4.459826469421387,4.544329643249512,8
1103,4.834591865539551,4.834591865539551,18
1104,4.78549861907959,4.78549861907959,16
1105,4.5306196212768555,4.687972545623779,8
1106,4.58272647857666,4.58272647857666,7
1107,4.671108722686768,4.675299167633057,9
1108,4.408402919769287,4.481446266174316,13
1109,4.456239223480225,4.49928617477417,7
1110,4.793620586395264,4.793620586395264,20
1111,4.334521770477295,4.363011837005615,12
1112,4.661221504211426,4.646763801574707,20
1113,4.726165294647217,4.745980262756348,20
1114,4.856690883636475,4.8592610359191895,20
1115,4.590054035186768,4.689401149749756,14
1116,4.818536281585693,4.787601470947266,18
1117,4.470468044281006,4.457749366760254,20
1118,4.434837818145752,4.434837818145752,9
1119,4.749953746795654,4.775097846984863,14
1120,4.744266033172607,4.747803688049316,17
1121,4.523041248321533,4.499537467956543,6
1122,4.807197570800781,4.807197570800781,17
1123,4.810771465301514,4.810771465301514,12
1124,4.537173748016357,4.678674221038818,10
1125,4.148162841796875,4.148162841796875,3
1126,4.554502010345459,4.553884983062744,17
1127,4.601634502410889,4.607384204864502,20
1128,4.414459228515625,4.334836483001709,11
1129,4.843852519989014,4.843852519989014,20
1130,4.586099147796631,4.621494770050049,9
1131,4.6244797706604,4.605832099914551,19
1132,4.363763332366943,4.341621398925781,10
1133,4.216544151306152,4.216544151306152,7
1134,4.7593817710876465,4.7593817710876465,20
1135,4.803962230682373,4.803962230682373,20
1136,4.701455116271973,4.740876197814941,6
1137,4.744273662567139,4.744273662567139,18
1138,4.584996223449707,4.584996223449707,6
1139,4.548292636871338,4.5654616355896,12
1140,4.550999641418457,4.529045104980469,7
1141,4.501211643218994,4.525681018829346,12
1142,4.658211708068848,4.694249629974365,7
1143,4.783198833465576,4.780333995819092,20
1144,4.65980863571167,4.65980863571167,18
1145,4.636208534240723,4.636208534240723,12
1146,4.224056720733643,4.271857261657715,6
1147,4.543453216552734,4.638123035430908,20
1148,4.398653030395508,4.277953624725342,8
1149,4.805225372314453,4.792905807495117,18
1150,4.819382667541504,4.824967384338379,20
1151,4.599745750427246,4.512706279754639,5
1152,4.714888095855713,4.6829423904418945,13
1153,4.8598246574401855,4.8598246574401855,20
1154,4.59321403503418,4.599809646606445,5
1155,4.643360614776611,4.643360614776611,8
1156,4.666860580444336,4.704317092895508,11
1157,4.319689750671387,4.319689750671387,4
1158,4.48314905166626,4.479530334472656,10
